InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Discount,TotalAmount
INV001436,P0002,无线耳机,1,2023-06-29 00:00:00,1494.85,C00155,China,电子产品,86.45,1408.4
INV001735,P0002,无线耳机,2,2023-06-30 00:00:00,670.78,C00179,China,电子产品,0,1341.56
INV001736,P0003,移动电源,2,2023-06-30 00:00:00,255.72,C00179,China,电子产品,0,511.43
INV001737,P0013,床上四件套,4,2023-06-30 00:00:00,479.26,C00179,China,家居家装,0,1917.06
INV001738,P0008,咖啡豆,4,2023-06-30 00:00:00,110.77,C00179,China,食品饮料,0,443.07
INV000469,P0016,Python编程书,1,2023-07-01 00:00:00,71.73,C00047,China,图书音像,0,71.73
INV000470,P0010,茶叶,2,2023-07-01 00:00:00,140.47,C00047,China,食品饮料,0,280.93
INV000471,P0012,台灯,3,2023-07-01 00:00:00,143.24,C00047,China,家居家装,0,429.72
INV000472,P0017,商业分析书,2,2023-07-01 00:00:00,79.22,C00047,China,图书音像,5.35,153.09
INV001517,P0017,商业分析书,2,2023-07-01 00:00:00,132.56,C00161,China,图书音像,19.25,245.86
INV002405,P0002,无线耳机,4,2023-07-01 00:00:00,726.38,C00245,China,电子产品,73.94,2831.6
INV002406,P0005,女士连衣裙,2,2023-07-01 00:00:00,527.04,C00245,China,服装鞋帽,0,1054.09
INV002407,P0006,运动鞋,4,2023-07-01 00:00:00,807.77,C00245,China,服装鞋帽,0,3231.09
INV002444,P0000,手机,1,2023-07-01 00:00:00,5419.35,C00252,China,电子产品,0,5419.35
INV002445,P0012,台灯,1,2023-07-01 00:00:00,228.0,C00252,China,家居家装,0,228.0
INV002169,P0002,无线耳机,3,2023-07-02 00:00:00,994.56,C00222,China,电子产品,0,2983.67
INV002170,P0004,男士衬衫,4,2023-07-02 00:00:00,521.52,C00222,China,服装鞋帽,0,2086.09
INV002171,P0000,手机,1,2023-07-02 00:00:00,6532.28,C00222,China,电子产品,0,6532.28
INV002172,P0010,茶叶,3,2023-07-02 00:00:00,255.71,C00222,China,食品饮料,0,767.12
INV000686,P0017,商业分析书,1,2023-07-03 00:00:00,254.09,C00066,China,图书音像,45.06,209.03
INV000687,P0001,笔记本电脑,4,2023-07-03 00:00:00,18752.93,C00066,China,电子产品,2320.62,72691.11
INV001321,P0000,手机,2,2023-07-03 00:00:00,5010.9,C00143,China,电子产品,738.07,9283.73
INV001806,P0000,手机,4,2023-07-03 00:00:00,4071.39,C00185,China,电子产品,0,16285.55
INV001975,P0009,坚果礼盒,4,2023-07-03 00:00:00,197.75,C00201,China,食品饮料,12.17,778.85
INV001976,P0004,男士衬衫,3,2023-07-03 00:00:00,500.68,C00201,China,服装鞋帽,78.0,1424.03
INV002755,P0010,茶叶,1,2023-07-03 00:00:00,177.88,C00287,China,食品饮料,0,177.88
INV002756,P0000,手机,4,2023-07-03 00:00:00,4869.11,C00287,China,电子产品,0,19476.43
INV002757,P0013,床上四件套,2,2023-07-03 00:00:00,486.62,C00287,China,家居家装,0,973.24
INV000543,P0018,蓝牙音箱,1,2023-07-04 00:00:00,367.46,C00057,China,电子产品,0,367.46
INV001761,P0012,台灯,3,2023-07-04 00:00:00,285.9,C00182,China,家居家装,0,857.71
INV001762,P0016,Python编程书,2,2023-07-04 00:00:00,158.54,C00182,China,图书音像,17.61,299.46
INV001763,P0006,运动鞋,1,2023-07-04 00:00:00,1025.88,C00182,China,服装鞋帽,0,1025.88
INV002671,P0014,沙发,1,2023-07-04 00:00:00,3597.18,C00276,China,家居家装,0,3597.18
INV000146,P0005,女士连衣裙,1,2023-07-05 00:00:00,790.78,C00016,China,服装鞋帽,157.24,633.55
INV000147,P0009,坚果礼盒,1,2023-07-05 00:00:00,251.07,C00016,China,食品饮料,43.89,207.18
INV000506,P0012,台灯,2,2023-07-05 00:00:00,193.74,C00053,China,家居家装,0,387.47
INV000507,P0004,男士衬衫,2,2023-07-05 00:00:00,393.96,C00053,China,服装鞋帽,0,787.93
INV000429,P0002,无线耳机,3,2023-07-06 00:00:00,1409.27,C00042,China,电子产品,0,4227.81
INV000430,P0016,Python编程书,1,2023-07-06 00:00:00,222.58,C00042,China,图书音像,0,222.58
INV001292,P0010,茶叶,1,2023-07-06 00:00:00,258.61,C00142,China,食品饮料,0,258.61
INV000219,P0016,Python编程书,2,2023-07-07 00:00:00,93.66,C00021,China,图书音像,0,187.33
INV001684,P0000,手机,1,2023-07-07 00:00:00,4024.52,C00176,China,电子产品,0,4024.52
INV002822,P0018,蓝牙音箱,2,2023-07-07 00:00:00,640.9,C00298,China,电子产品,0,1281.79
INV002823,P0010,茶叶,4,2023-07-07 00:00:00,345.45,C00298,China,食品饮料,0,1381.8
INV002824,P0000,手机,2,2023-07-07 00:00:00,9379.03,C00298,China,电子产品,0,18758.05
INV002825,P0015,餐具套装,3,2023-07-07 00:00:00,628.41,C00298,China,家居家装,0,1885.24
INV000049,P0007,背包,3,2023-07-08 00:00:00,270.93,C00006,China,服装鞋帽,0,812.78
INV000753,P0018,蓝牙音箱,3,2023-07-08 00:00:00,454.67,C00075,China,电子产品,0,1364.01
INV000754,P0019,智能手表,2,2023-07-08 00:00:00,1676.51,C00075,China,电子产品,139.53,3213.49
INV001237,P0005,女士连衣裙,4,2023-07-09 00:00:00,388.83,C00136,China,服装鞋帽,21.06,1534.24
INV001238,P0008,咖啡豆,3,2023-07-09 00:00:00,90.86,C00136,China,食品饮料,0,272.58
INV001239,P0007,背包,4,2023-07-09 00:00:00,252.05,C00136,China,服装鞋帽,0,1008.2
INV001464,P0008,咖啡豆,2,2023-07-09 00:00:00,101.27,C00156,China,食品饮料,0,202.54
INV000640,P0015,餐具套装,3,2023-07-10 00:00:00,703.3,C00063,China,家居家装,0,2109.89
INV001408,P0017,商业分析书,4,2023-07-10 00:00:00,165.3,C00153,China,图书音像,0,661.2
INV001409,P0008,咖啡豆,3,2023-07-10 00:00:00,169.84,C00153,China,食品饮料,0,509.51
INV001649,P0018,蓝牙音箱,1,2023-07-10 00:00:00,720.3,C00174,China,电子产品,0,720.3
INV001650,P0001,笔记本电脑,4,2023-07-10 00:00:00,17069.67,C00174,China,电子产品,3281.81,64996.87
INV002206,P0014,沙发,4,2023-07-10 00:00:00,6031.58,C00224,China,家居家装,0,24126.33
INV002207,P0005,女士连衣裙,4,2023-07-10 00:00:00,775.64,C00224,China,服装鞋帽,0,3102.54
INV002208,P0003,移动电源,2,2023-07-10 00:00:00,365.44,C00224,China,电子产品,0,730.88
INV002446,P0000,手机,4,2023-07-10 00:00:00,5820.23,C00252,China,电子产品,0,23280.9
INV002644,P0006,运动鞋,2,2023-07-10 00:00:00,936.82,C00274,China,服装鞋帽,0,1873.64
INV002645,P0010,茶叶,3,2023-07-10 00:00:00,219.05,C00274,China,食品饮料,0,657.16
INV000577,P0011,巧克力,4,2023-07-11 00:00:00,187.6,C00059,China,食品饮料,0,750.4
INV001539,P0007,背包,3,2023-07-11 00:00:00,288.93,C00162,China,服装鞋帽,0,866.78
INV001540,P0012,台灯,1,2023-07-11 00:00:00,211.53,C00162,China,家居家装,16.68,194.85
INV001698,P0012,台灯,1,2023-07-11 00:00:00,147.35,C00177,China,家居家装,0,147.35
INV001699,P0015,餐具套装,4,2023-07-11 00:00:00,300.67,C00177,China,家居家装,0,1202.67
INV000881,P0001,笔记本电脑,3,2023-07-12 00:00:00,21277.0,C00086,China,电子产品,0,63831.0
INV001127,P0014,沙发,4,2023-07-12 00:00:00,7226.37,C00123,China,家居家装,0,28905.47
INV001128,P0000,手机,1,2023-07-12 00:00:00,8569.63,C00123,China,电子产品,0,8569.63
INV001129,P0002,无线耳机,2,2023-07-12 00:00:00,1415.05,C00123,China,电子产品,257.72,2572.38
INV001764,P0015,餐具套装,2,2023-07-12 00:00:00,476.19,C00182,China,家居家装,0,952.38
INV001765,P0018,蓝牙音箱,1,2023-07-12 00:00:00,558.22,C00182,China,电子产品,45.97,512.25
INV001766,P0001,笔记本电脑,2,2023-07-12 00:00:00,12625.9,C00182,China,电子产品,2456.37,22795.43
INV001767,P0009,坚果礼盒,3,2023-07-12 00:00:00,218.52,C00182,China,食品饮料,20.46,635.09
INV002744,P0001,笔记本电脑,1,2023-07-12 00:00:00,6439.24,C00286,China,电子产品,0,6439.24
INV002577,P0001,笔记本电脑,3,2023-07-13 00:00:00,11708.64,C00268,China,电子产品,0,35125.93
INV002578,P0009,坚果礼盒,4,2023-07-13 00:00:00,237.26,C00268,China,食品饮料,0,949.04
INV002608,P0008,咖啡豆,1,2023-07-13 00:00:00,155.6,C00270,China,食品饮料,0,155.6
INV000178,P0004,男士衬衫,3,2023-07-15 00:00:00,871.9,C00017,China,服装鞋帽,60.88,2554.81
INV000179,P0002,无线耳机,3,2023-07-15 00:00:00,1674.6,C00017,China,电子产品,0,5023.8
INV000180,P0009,坚果礼盒,2,2023-07-15 00:00:00,341.01,C00017,China,食品饮料,0,682.01
INV001739,P0012,台灯,4,2023-07-15 00:00:00,195.44,C00179,China,家居家装,0,781.77
INV001740,P0013,床上四件套,2,2023-07-15 00:00:00,475.45,C00179,China,家居家装,0,950.9
INV002848,P0008,咖啡豆,1,2023-07-15 00:00:00,107.62,C00299,China,食品饮料,17.85,89.77
INV002849,P0010,茶叶,4,2023-07-15 00:00:00,222.2,C00299,China,食品饮料,0,888.8
INV002850,P0019,智能手表,1,2023-07-15 00:00:00,1771.63,C00299,China,电子产品,102.88,1668.75
INV002851,P0006,运动鞋,1,2023-07-15 00:00:00,780.46,C00299,China,服装鞋帽,0,780.46
INV002532,P0009,坚果礼盒,3,2023-07-16 00:00:00,150.95,C00263,China,食品饮料,8.2,444.64
INV000030,P0016,Python编程书,2,2023-07-17 00:00:00,88.3,C00005,China,图书音像,0,176.6
INV001842,P0010,茶叶,4,2023-07-17 00:00:00,346.06,C00187,China,食品饮料,0,1384.22
INV001843,P0003,移动电源,1,2023-07-17 00:00:00,456.12,C00187,China,电子产品,0,456.12
INV001844,P0012,台灯,3,2023-07-17 00:00:00,374.56,C00187,China,家居家装,65.17,1058.51
INV002093,P0005,女士连衣裙,4,2023-07-17 00:00:00,466.48,C00215,China,服装鞋帽,0,1865.94
INV002094,P0016,Python编程书,2,2023-07-17 00:00:00,114.68,C00215,China,图书音像,0,229.36
INV001338,P0007,背包,1,2023-07-19 00:00:00,383.61,C00144,China,服装鞋帽,0,383.61
INV001339,P0006,运动鞋,3,2023-07-19 00:00:00,815.05,C00144,China,服装鞋帽,141.98,2303.17
INV001340,P0017,商业分析书,1,2023-07-19 00:00:00,147.18,C00144,China,图书音像,0,147.18
INV000259,P0007,背包,4,2023-07-20 00:00:00,473.33,C00026,China,服装鞋帽,71.83,1821.51
INV000260,P0017,商业分析书,4,2023-07-20 00:00:00,172.79,C00026,China,图书音像,18.54,672.62
INV000261,P0019,智能手表,4,2023-07-20 00:00:00,2497.79,C00026,China,电子产品,0,9991.16
INV000262,P0009,坚果礼盒,2,2023-07-20 00:00:00,243.82,C00026,China,食品饮料,29.77,457.87
INV001293,P0011,巧克力,2,2023-07-20 00:00:00,106.24,C00142,China,食品饮料,0,212.47
INV001294,P0018,蓝牙音箱,4,2023-07-20 00:00:00,503.57,C00142,China,电子产品,0,2014.29
INV001295,P0003,移动电源,1,2023-07-20 00:00:00,326.72,C00142,China,电子产品,46.84,279.88
INV001296,P0010,茶叶,4,2023-07-20 00:00:00,260.81,C00142,China,食品饮料,0,1043.22
INV000108,P0013,床上四件套,3,2023-07-21 00:00:00,1193.89,C00011,China,家居家装,0,3581.68
INV000109,P0005,女士连衣裙,4,2023-07-21 00:00:00,1158.65,C00011,China,服装鞋帽,0,4634.58
INV002017,P0011,巧克力,4,2023-07-22 00:00:00,117.64,C00205,China,食品饮料,0,470.56
INV002209,P0000,手机,4,2023-07-22 00:00:00,8207.76,C00224,China,电子产品,0,32831.03
INV002210,P0010,茶叶,1,2023-07-22 00:00:00,330.03,C00224,China,食品饮料,0,330.03
INV002211,P0007,背包,4,2023-07-22 00:00:00,498.02,C00224,China,服装鞋帽,0,1992.07
INV002212,P0005,女士连衣裙,2,2023-07-22 00:00:00,783.14,C00224,China,服装鞋帽,0,1566.27
INV000524,P0005,女士连衣裙,3,2023-07-23 00:00:00,1244.55,C00055,China,服装鞋帽,230.22,3503.42
INV000525,P0011,巧克力,3,2023-07-23 00:00:00,218.27,C00055,China,食品饮料,13.0,641.81
INV000526,P0004,男士衬衫,1,2023-07-23 00:00:00,890.43,C00055,China,服装鞋帽,0,890.43
INV001579,P0016,Python编程书,3,2023-07-23 00:00:00,213.9,C00166,China,图书音像,0,641.71
INV001580,P0013,床上四件套,1,2023-07-23 00:00:00,1161.29,C00166,China,家居家装,0,1161.29
INV001581,P0006,运动鞋,4,2023-07-23 00:00:00,1508.78,C00166,China,服装鞋帽,0,6035.13
INV001582,P0000,手机,1,2023-07-23 00:00:00,10317.06,C00166,China,电子产品,0,10317.06
INV000220,P0009,坚果礼盒,1,2023-07-24 00:00:00,129.62,C00021,China,食品饮料,0,129.62
INV000221,P0010,茶叶,1,2023-07-24 00:00:00,177.55,C00021,China,食品饮料,26.51,151.04
INV000222,P0002,无线耳机,4,2023-07-24 00:00:00,660.23,C00021,China,电子产品,0,2640.92
INV000688,P0008,咖啡豆,2,2023-07-25 00:00:00,224.3,C00066,China,食品饮料,0,448.6
INV000689,P0001,笔记本电脑,2,2023-07-25 00:00:00,15991.78,C00066,China,电子产品,0,31983.56
INV000690,P0016,Python编程书,4,2023-07-25 00:00:00,203.76,C00066,China,图书音像,0,815.04
INV002861,P0001,笔记本电脑,3,2023-07-25 00:00:00,5783.71,C00300,China,电子产品,0,17351.14
INV002862,P0000,手机,3,2023-07-25 00:00:00,3606.52,C00300,China,电子产品,226.33,10593.24
INV002863,P0004,男士衬衫,2,2023-07-25 00:00:00,261.84,C00300,China,服装鞋帽,0,523.68
INV000544,P0008,咖啡豆,3,2023-07-26 00:00:00,106.79,C00057,China,食品饮料,6.54,313.82
INV000545,P0010,茶叶,2,2023-07-26 00:00:00,183.57,C00057,China,食品饮料,0,367.14
INV000546,P0012,台灯,1,2023-07-26 00:00:00,184.34,C00057,China,家居家装,22.1,162.23
INV002552,P0008,咖啡豆,4,2023-07-26 00:00:00,75.84,C00266,China,食品饮料,10.7,292.67
INV002553,P0017,商业分析书,3,2023-07-26 00:00:00,85.01,C00266,China,图书音像,0,255.04
INV002554,P0011,巧克力,4,2023-07-26 00:00:00,58.29,C00266,China,食品饮料,3.17,229.98
INV002826,P0010,茶叶,3,2023-07-26 00:00:00,353.14,C00298,China,食品饮料,0,1059.41
INV002827,P0001,笔记本电脑,3,2023-07-26 00:00:00,15980.75,C00298,China,电子产品,0,47942.26
INV002292,P0012,台灯,1,2023-07-27 00:00:00,179.92,C00234,China,家居家装,0,179.92
INV001240,P0008,咖啡豆,1,2023-07-28 00:00:00,87.09,C00136,China,食品饮料,0,87.09
INV001241,P0004,男士衬衫,2,2023-07-28 00:00:00,316.33,C00136,China,服装鞋帽,50.1,582.56
INV002143,P0015,餐具套装,3,2023-07-29 00:00:00,304.18,C00220,China,家居家装,0,912.53
INV002144,P0007,背包,1,2023-07-29 00:00:00,278.13,C00220,China,服装鞋帽,0,278.13
INV002145,P0008,咖啡豆,1,2023-07-29 00:00:00,89.42,C00220,China,食品饮料,0,89.42
INV002146,P0011,巧克力,4,2023-07-29 00:00:00,71.75,C00220,China,食品饮料,5.38,281.63
INV001437,P0003,移动电源,4,2023-07-30 00:00:00,527.06,C00155,China,电子产品,0,2108.25
INV001438,P0013,床上四件套,1,2023-07-30 00:00:00,1047.19,C00155,China,家居家装,0,1047.19
INV001439,P0007,背包,1,2023-07-30 00:00:00,668.96,C00155,China,服装鞋帽,0,668.96
INV001440,P0000,手机,2,2023-07-30 00:00:00,9993.22,C00155,China,电子产品,1568.89,18417.56
INV000095,P0002,无线耳机,4,2023-07-31 00:00:00,593.56,C00010,China,电子产品,0,2374.23
INV001379,P0001,笔记本电脑,2,2023-07-31 00:00:00,10274.38,C00150,China,电子产品,0,20548.77
INV001380,P0009,坚果礼盒,1,2023-07-31 00:00:00,179.7,C00150,China,食品饮料,10.19,169.51
INV001381,P0018,蓝牙音箱,4,2023-07-31 00:00:00,418.62,C00150,China,电子产品,0,1674.48
INV001382,P0006,运动鞋,3,2023-07-31 00:00:00,873.07,C00150,China,服装鞋帽,0,2619.22
INV001685,P0008,咖啡豆,3,2023-08-01 00:00:00,94.56,C00176,China,食品饮料,0,283.69
INV001686,P0003,移动电源,3,2023-08-01 00:00:00,178.97,C00176,China,电子产品,0,536.9
INV001687,P0013,床上四件套,2,2023-08-01 00:00:00,375.93,C00176,China,家居家装,0,751.86
INV001688,P0005,女士连衣裙,3,2023-08-01 00:00:00,407.97,C00176,China,服装鞋帽,0,1223.9
INV002173,P0013,床上四件套,1,2023-08-01 00:00:00,711.16,C00222,China,家居家装,73.63,637.53
INV002174,P0010,茶叶,1,2023-08-01 00:00:00,278.0,C00222,China,食品饮料,15.39,262.61
INV002175,P0009,坚果礼盒,1,2023-08-01 00:00:00,221.47,C00222,China,食品饮料,35.61,185.85
INV000527,P0018,蓝牙音箱,3,2023-08-02 00:00:00,939.83,C00055,China,电子产品,0,2819.49
INV000528,P0005,女士连衣裙,1,2023-08-02 00:00:00,1124.56,C00055,China,服装鞋帽,0,1124.56
INV000529,P0011,巧克力,1,2023-08-02 00:00:00,220.39,C00055,China,食品饮料,12.54,207.85
INV000530,P0019,智能手表,3,2023-08-02 00:00:00,3780.83,C00055,China,电子产品,717.13,10625.37
INV001341,P0003,移动电源,2,2023-08-02 00:00:00,277.99,C00144,China,电子产品,0,555.97
INV001342,P0017,商业分析书,3,2023-08-02 00:00:00,146.14,C00144,China,图书音像,0,438.43
INV002266,P0008,咖啡豆,4,2023-08-02 00:00:00,163.42,C00232,China,食品饮料,16.57,637.11
INV002267,P0018,蓝牙音箱,3,2023-08-02 00:00:00,594.63,C00232,China,电子产品,71.82,1712.07
INV002339,P0001,笔记本电脑,4,2023-08-03 00:00:00,10973.12,C00239,China,电子产品,0,43892.47
INV002646,P0017,商业分析书,1,2023-08-03 00:00:00,136.59,C00274,China,图书音像,0,136.59
INV002647,P0010,茶叶,4,2023-08-03 00:00:00,207.87,C00274,China,食品饮料,39.52,791.95
INV002648,P0004,男士衬衫,4,2023-08-03 00:00:00,430.09,C00274,China,服装鞋帽,0,1720.34
INV002649,P0008,咖啡豆,3,2023-08-03 00:00:00,129.47,C00274,China,食品饮料,0,388.42
INV000124,P0004,男士衬衫,2,2023-08-04 00:00:00,409.98,C00012,China,服装鞋帽,0,819.95
INV000321,P0010,茶叶,2,2023-08-04 00:00:00,225.28,C00032,China,食品饮料,19.64,430.93
INV001249,P0011,巧克力,3,2023-08-04 00:00:00,144.73,C00137,China,食品饮料,28.23,405.96
INV001250,P0015,餐具套装,1,2023-08-04 00:00:00,629.53,C00137,China,家居家装,0,629.53
INV002447,P0014,沙发,3,2023-08-04 00:00:00,4399.26,C00252,China,家居家装,0,13197.78
INV002448,P0007,背包,4,2023-08-04 00:00:00,361.21,C00252,China,服装鞋帽,47.13,1397.73
INV002449,P0015,餐具套装,3,2023-08-04 00:00:00,378.08,C00252,China,家居家装,60.36,1073.87
INV002450,P0008,咖啡豆,4,2023-08-04 00:00:00,131.01,C00252,China,食品饮料,0,524.03
INV002672,P0015,餐具套装,4,2023-08-04 00:00:00,383.24,C00276,China,家居家装,0,1532.94
INV000342,P0015,餐具套装,3,2023-08-05 00:00:00,333.81,C00035,China,家居家装,0,1001.42
INV000343,P0016,Python编程书,3,2023-08-05 00:00:00,91.89,C00035,China,图书音像,0,275.66
INV000344,P0012,台灯,3,2023-08-05 00:00:00,166.23,C00035,China,家居家装,14.46,484.24
INV000780,P0002,无线耳机,4,2023-08-05 00:00:00,678.82,C00077,China,电子产品,118.49,2596.8
INV000781,P0006,运动鞋,2,2023-08-05 00:00:00,669.63,C00077,China,服装鞋帽,0,1339.26
INV000782,P0014,沙发,2,2023-08-05 00:00:00,3244.09,C00077,China,家居家装,0,6488.17
INV000380,P0013,床上四件套,4,2023-08-06 00:00:00,868.01,C00038,China,家居家装,0,3472.05
INV000381,P0011,巧克力,4,2023-08-06 00:00:00,147.9,C00038,China,食品饮料,0,591.59
INV000578,P0005,女士连衣裙,4,2023-08-07 00:00:00,1098.3,C00059,China,服装鞋帽,214.51,4178.67
INV000579,P0013,床上四件套,3,2023-08-07 00:00:00,1007.44,C00059,China,家居家装,0,3022.33
INV000864,P0009,坚果礼盒,4,2023-08-08 00:00:00,130.24,C00085,China,食品饮料,9.18,511.79
INV000865,P0017,商业分析书,1,2023-08-08 00:00:00,109.52,C00085,China,图书音像,0,109.52
INV000866,P0008,咖啡豆,3,2023-08-08 00:00:00,99.68,C00085,China,食品饮料,0,299.04
INV001158,P0011,巧克力,4,2023-08-08 00:00:00,75.55,C00127,China,食品饮料,0,302.21
INV000096,P0012,台灯,4,2023-08-10 00:00:00,164.05,C00010,China,家居家装,0,656.21
INV000097,P0010,茶叶,4,2023-08-10 00:00:00,162.4,C00010,China,食品饮料,0,649.6
INV000098,P0006,运动鞋,4,2023-08-10 00:00:00,608.48,C00010,China,服装鞋帽,32.19,2401.74
INV000641,P0018,蓝牙音箱,2,2023-08-10 00:00:00,715.67,C00063,China,电子产品,0,1431.34
INV001099,P0013,床上四件套,2,2023-08-10 00:00:00,356.84,C00119,China,家居家装,41.95,671.73
INV001100,P0015,餐具套装,2,2023-08-10 00:00:00,313.19,C00119,China,家居家装,0,626.39
INV001101,P0004,男士衬衫,1,2023-08-10 00:00:00,293.51,C00119,China,服装鞋帽,0,293.51
INV001518,P0012,台灯,3,2023-08-10 00:00:00,212.98,C00161,China,家居家装,0,638.93
INV001952,P0018,蓝牙音箱,2,2023-08-10 00:00:00,538.85,C00199,China,电子产品,0,1077.71
INV001953,P0017,商业分析书,4,2023-08-10 00:00:00,161.47,C00199,China,图书音像,28.12,617.76
INV001954,P0002,无线耳机,3,2023-08-10 00:00:00,1011.63,C00199,China,电子产品,0,3034.88
INV001955,P0010,茶叶,2,2023-08-10 00:00:00,293.14,C00199,China,食品饮料,0,586.28
INV000531,P0007,背包,3,2023-08-11 00:00:00,708.15,C00055,China,服装鞋帽,75.01,2049.44
INV000532,P0010,茶叶,1,2023-08-11 00:00:00,443.48,C00055,China,食品饮料,0,443.48
INV000533,P0019,智能手表,1,2023-08-11 00:00:00,4223.03,C00055,China,电子产品,505.77,3717.26
INV000534,P0013,床上四件套,3,2023-08-11 00:00:00,1254.2,C00055,China,家居家装,0,3762.61
INV000148,P0016,Python编程书,4,2023-08-12 00:00:00,191.33,C00016,China,图书音像,25.39,739.94
INV000149,P0008,咖啡豆,4,2023-08-12 00:00:00,163.76,C00016,China,食品饮料,0,655.06
INV000150,P0013,床上四件套,2,2023-08-12 00:00:00,839.58,C00016,China,家居家装,141.47,1537.7
INV002579,P0010,茶叶,4,2023-08-12 00:00:00,270.95,C00268,China,食品饮料,0,1083.8
INV002580,P0011,巧克力,4,2023-08-12 00:00:00,137.95,C00268,China,食品饮料,0,551.79
INV000905,P0010,茶叶,4,2023-08-13 00:00:00,461.23,C00088,China,食品饮料,0,1844.92
INV000906,P0007,背包,3,2023-08-13 00:00:00,666.66,C00088,China,服装鞋帽,0,1999.97
INV000907,P0017,商业分析书,4,2023-08-13 00:00:00,245.43,C00088,China,图书音像,22.74,958.98
INV000908,P0006,运动鞋,1,2023-08-13 00:00:00,1655.73,C00088,China,服装鞋帽,0,1655.73
INV002213,P0015,餐具套装,3,2023-08-13 00:00:00,548.38,C00224,China,家居家装,29.96,1615.17
INV002214,P0006,运动鞋,4,2023-08-13 00:00:00,1176.02,C00224,China,服装鞋帽,0,4704.09
INV001251,P0008,咖啡豆,4,2023-08-14 00:00:00,168.72,C00137,China,食品饮料,0,674.86
INV001252,P0017,商业分析书,3,2023-08-14 00:00:00,210.85,C00137,China,图书音像,0,632.54
INV001200,P0003,移动电源,2,2023-08-15 00:00:00,567.45,C00133,China,电子产品,0,1134.89
INV001465,P0002,无线耳机,1,2023-08-16 00:00:00,594.46,C00156,China,电子产品,0,594.46
INV001466,P0015,餐具套装,3,2023-08-16 00:00:00,317.79,C00156,China,家居家装,0,953.37
INV000322,P0009,坚果礼盒,4,2023-08-17 00:00:00,197.41,C00032,China,食品饮料,0,789.66
INV000664,P0006,运动鞋,3,2023-08-17 00:00:00,1530.39,C00065,China,服装鞋帽,195.96,4395.2
INV000665,P0000,手机,2,2023-08-17 00:00:00,10212.82,C00065,China,电子产品,0,20425.64
INV001741,P0002,无线耳机,3,2023-08-17 00:00:00,657.98,C00179,China,电子产品,0,1973.95
INV001742,P0007,背包,1,2023-08-17 00:00:00,295.36,C00179,China,服装鞋帽,0,295.36
INV002609,P0005,女士连衣裙,3,2023-08-17 00:00:00,661.13,C00270,China,服装鞋帽,0,1983.39
INV002610,P0001,笔记本电脑,1,2023-08-17 00:00:00,11061.37,C00270,China,电子产品,0,11061.37
INV002611,P0009,坚果礼盒,1,2023-08-17 00:00:00,212.04,C00270,China,食品饮料,0,212.04
INV000050,P0019,智能手表,3,2023-08-18 00:00:00,1604.43,C00006,China,电子产品,291.56,4521.74
INV000051,P0016,Python编程书,3,2023-08-18 00:00:00,93.41,C00006,China,图书音像,12.42,267.8
INV000052,P0000,手机,3,2023-08-18 00:00:00,4348.21,C00006,China,电子产品,441.05,12603.58
INV001807,P0014,沙发,1,2023-08-18 00:00:00,3427.37,C00185,China,家居家装,0,3427.37
INV000263,P0016,Python编程书,1,2023-08-19 00:00:00,149.81,C00026,China,图书音像,0,149.81
INV000431,P0010,茶叶,4,2023-08-20 00:00:00,388.41,C00042,China,食品饮料,0,1553.64
INV000432,P0000,手机,4,2023-08-20 00:00:00,10189.76,C00042,China,电子产品,0,40759.05
INV000433,P0008,咖啡豆,4,2023-08-20 00:00:00,210.86,C00042,China,食品饮料,0,843.45
INV000434,P0014,沙发,2,2023-08-20 00:00:00,8077.49,C00042,China,家居家装,590.73,15564.24
INV001519,P0006,运动鞋,2,2023-08-20 00:00:00,745.12,C00161,China,服装鞋帽,0,1490.24
INV001520,P0007,背包,1,2023-08-20 00:00:00,326.32,C00161,China,服装鞋帽,49.06,277.26
INV001521,P0011,巧克力,2,2023-08-20 00:00:00,102.05,C00161,China,食品饮料,17.89,186.2
INV001522,P0018,蓝牙音箱,2,2023-08-20 00:00:00,423.18,C00161,China,电子产品,53.69,792.68
INV002340,P0012,台灯,4,2023-08-20 00:00:00,262.75,C00239,China,家居家装,46.02,1004.98
INV002341,P0005,女士连衣裙,1,2023-08-20 00:00:00,637.15,C00239,China,服装鞋帽,0,637.15
INV000181,P0010,茶叶,1,2023-08-21 00:00:00,410.04,C00017,China,食品饮料,0,410.04
INV000182,P0003,移动电源,4,2023-08-21 00:00:00,604.6,C00017,China,电子产品,0,2418.39
INV000183,P0014,沙发,3,2023-08-21 00:00:00,7649.98,C00017,China,家居家装,0,22949.93
INV000508,P0013,床上四件套,2,2023-08-21 00:00:00,488.11,C00053,China,家居家装,79.5,896.73
INV000509,P0014,沙发,4,2023-08-21 00:00:00,3880.65,C00053,China,家居家装,0,15522.58
INV000691,P0015,餐具套装,1,2023-08-21 00:00:00,686.73,C00066,China,家居家装,0,686.73
INV000783,P0014,沙发,2,2023-08-22 00:00:00,3088.95,C00077,China,家居家装,162.12,6015.78
INV000784,P0018,蓝牙音箱,4,2023-08-22 00:00:00,336.27,C00077,China,电子产品,0,1345.08
INV000785,P0002,无线耳机,2,2023-08-22 00:00:00,629.32,C00077,China,电子产品,0,1258.63
INV001907,P0001,笔记本电脑,3,2023-08-23 00:00:00,18319.34,C00193,China,电子产品,0,54958.03
